2019-11-04 23:01:51.820892
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,263012,177232,28009,9615,8158,16200,3902,3980
3,25,0,0,700365,5153,2981,12661,6261,2714,2581,2529
4,0,0,0,1071621,72122,33835,51035,6254,25815,8955,4630
5,0,0,0,86409,29289,4521,848,654,1455,1059,791
6,0,38,40,48091,26568,4851,4946,3538,2591,470,893
7,0,30,41,469439,111606,10133,17505,3850,10464,2899,2028
8,0,35,35,615810,91123,35850,11820,2684,7103,7297,1003
9,0,30,34,760387,108963,22580,6827,9797,8570,4030,1472
10,0,21,34,711018,26134,1819,2773,5355,2175,968,696
11,0,10,17,267480,318510,14784,7401,6287,9804,5183,3027
12,0,7,4,55554,45331,14116,3279,1589,1034,1086,311
13,0,11,4,537612,157589,32870,21575,10479,10383,2451,2037
14,0,26,1,266527,156633,63816,19592,8477,8255,3328,1174
15,0,35,1,120826,59122,6640,3327,2228,2087,986,377
16,0,29,27,603000,114348,15399,18078,4694,19763,4484,1149
17,0,41,41,2372762,16519,20196,11759,14155,5826,3193,1129
18,0,38,44,396875,150263,35730,23676,13159,9735,6290,1999
19,0,48,37,371862,218474,73173,17536,7931,4506,5438,2028
20,0,41,10,311860,174820,17424,5487,3192,3407,9557,1698
21,0,13,3,729239,161028,7835,4169,7023,11954,7337,1744
22,0,7,14,434131,155160,22612,12370,6215,18480,17186,2361
23,0,1,16,1144417,285259,24787,10911,12661,4706,6239,1338
24,0,1,21,179949,67331,9047,2640,2295,1944,3113,794
25,0,14,3,409191,180787,34078,32271,4985,4602,20530,3629
26,0,27,8,730713,44167,1623,44149,6947,12388,17823,1490
27,0,50,24,1104165,81078,61921,18733,6618,8353,3444,2432
28,0,57,27,48450,9965,974,2662,323,436,245,71
29,0,61,50,65068,12577,5538,1778,1469,1779,509,1056
30,0,56,23,747588,163367,66474,11322,9480,4912,6275,2442
31,0,48,26,1666262,98675,25558,24255,10697,11068,7360,2051
32,0,44,34,567466,160561,18698,22314,9066,12091,5290,2775
33,0,41,41,1592867,227532,82903,30412,16194,55492,13187,13731
34,0,30,63,931308,91725,12679,7583,3385,11317,7385,1185
35,0,43,61,95696,11259,6186,13106,1491,1756,1649,1022
36,0,44,64,2169255,96267,9559,23724,20150,9980,10507,3169
37,0,38,50,1957951,749310,98629,52474,35998,46004,12907,10922
38,0,35,35,66054,63406,8102,1176,4207,2550,2534,563
39,0,1,30,626249,230647,10211,5348,3735,11697,12172,3743
40,0,1,30,395125,30525,3737,5307,1782,3263,3042,2536
41,0,13,27,787372,82167,41039,12104,8954,5730,7289,2676
42,0,26,21,1016925,716958,339656,76663,48816,23168,32809,3657
43,0,56,37,804542,17841,13185,16541,7785,6386,5571,2283
44,0,66,27,322893,38440,15858,11136,2393,2670,422,1092
45,0,57,34,425981,118402,19664,16551,6569,10042,7667,5285
