2019-11-09 11:21:42.368197
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,1,2,0,0,0,1,0,1
3,25,0,0,396819,46771,55110,55092,34204,25136,32815,32989
4,51,0,0,903231,79340,206910,19301,38768,137919,128547,29187
5,26,0,0,1770683,1300126,213799,334796,138138,430756,228160,387330
6,26,0,0,879044,80303,27399,17534,18768,134419,32041,69996
7,26,0,0,224321,124855,25287,16404,51434,20153,27533,34045
8,26,0,0,595243,61870,69713,82360,38562,38732,92557,92527
9,26,0,0,1380122,76198,7318,190126,42387,153070,158571,92992
10,26,0,0,1178571,135786,179336,214705,74505,144576,187620,69857
11,26,0,0,335427,211956,186590,98819,34424,328115,47141,108427
12,26,0,0,768277,160784,81072,26844,67182,76696,83182,85689
13,26,0,0,686577,215153,34147,44683,70121,78137,213432,98967
14,26,0,0,792449,48911,11049,54717,60009,81409,95994,91497
15,26,0,0,357163,150642,197315,85098,76405,140937,107626,48919
16,26,0,0,302482,12537,4477,8734,12786,21075,10236,14549
17,26,0,0,698922,88596,31850,49437,46200,81080,81128,39522
18,26,0,0,494330,48180,11119,39023,134062,141263,80229,48520
19,26,0,0,1068133,70638,48981,67293,145710,64950,63124,65525
20,26,0,0,253903,91878,110134,139504,63169,40932,43524,119249
21,26,0,0,570922,51110,31143,41645,29324,27069,30039,76644
22,26,0,0,1004574,70338,14732,89036,74956,37370,78273,49491
23,26,0,0,357786,51430,17950,67142,48520,54815,55255,44232
24,26,0,0,674000,38608,13684,42065,55186,45354,57852,47574
25,26,0,0,781640,46997,15927,29024,17808,30276,25576,118632
26,26,0,0,611020,67146,37864,45383,42258,32277,45104,19306
27,26,0,0,1160318,59979,35782,40618,28627,51886,21887,54191
28,26,0,0,485705,30678,32356,63740,52953,80573,76601,35744
29,26,0,0,373189,171401,55815,133625,90030,46206,52882,71633
30,26,0,0,272199,300353,42053,88855,53311,47684,48634,39151
31,26,0,0,430982,23598,5843,26234,34124,63618,60831,48390
32,26,0,0,480898,35458,47034,37147,24059,43594,45831,59758
33,26,0,0,399478,84447,45531,150196,115667,78716,42794,45863
34,26,0,0,686518,38555,8028,21407,49918,31629,68328,53086
35,26,0,0,455788,41147,13481,35756,43724,47243,26659,49113
36,26,0,0,375054,79503,108646,116976,37648,58476,47838,32541
37,26,0,0,684412,20228,23936,72053,32432,69745,38600,87079
38,26,0,0,683369,87337,11646,23533,64843,36637,37715,55868
39,26,0,0,358733,43560,132229,78377,35355,65777,18927,59581
40,26,0,0,592051,44728,3858,15742,58016,46185,37186,43174
41,26,0,0,768023,99660,5112,23091,52887,34229,15391,62736
42,26,0,0,447029,54939,42973,23490,43468,29693,23106,40315
43,26,0,0,460675,80418,16108,30632,69778,41324,42469,54493
44,26,0,0,619204,45222,38356,27124,45446,48902,20600,43881
45,26,0,0,711112,20750,15173,10198,44358,45987,25097,76564
46,26,0,0,240533,85013,8792,44768,44084,66955,22841,38827
47,26,0,0,759102,23046,21546,6023,44120,49955,21065,38051
48,26,0,0,877245,6186,19019,28672,21415,28903,25652,47637
49,26,0,0,407947,70625,8666,24256,50419,60558,54342,31299
