2019-11-09 05:35:04.575458
Time,Signal,Attention,Meditation,Delta,Theta,Low Alpha,High Alpha,Low Beta,High Beta,Low Gamma,Mid Gamma
2,25,0,0,1837427,497086,141653,201230,179508,94314,63368,119821
3,51,0,0,1413620,65002,50800,19532,45404,14260,2701,9838
4,51,0,0,277604,111143,34495,39433,48639,30094,9920,18566
5,51,0,0,1278307,89909,12931,15268,18637,24923,3362,2358
6,51,0,0,851564,160625,121764,40144,23353,108633,87178,78762
7,51,0,0,900801,140719,85305,97943,43642,31081,8680,10987
8,51,0,0,586852,209687,94924,20744,17269,21524,4747,5773
9,25,0,0,229809,17846,2186,6369,18200,9601,4751,639
10,26,0,0,1131271,33181,20121,22368,22423,14742,3487,2153
11,26,0,0,433573,203138,26231,21764,30957,48987,14446,3646
12,0,0,0,725776,37329,5746,3860,10608,3948,8996,1497
13,26,0,0,1183389,11335,2559,4983,4209,3549,2455,1131
14,26,0,0,1788814,33362,6244,6305,5376,3554,3726,354
15,26,0,0,702606,51981,15801,16065,21748,14444,4838,1752
16,0,0,0,742065,34415,11213,12053,12746,3352,731,332
17,26,0,0,561060,6779,661,1358,5035,2107,5117,346
18,26,0,0,648228,95138,47148,26177,68675,9977,16950,2507
19,0,0,0,444852,17901,2141,5320,10661,2805,1918,768
20,26,30,53,1305376,88107,3843,20268,25991,19060,6294,1509
21,0,50,61,699297,8732,988,6346,4289,1957,2191,931
22,0,37,61,905506,50937,2782,6251,15048,5594,6034,2643
23,0,44,57,2302185,42568,11535,14542,32501,5502,10608,3313
24,0,67,41,314133,69370,19725,11827,3408,7651,1446,898
25,0,53,14,126886,10171,2399,1214,3612,332,564,262
26,0,91,23,1713947,75175,71827,19372,20656,18774,25324,10782
27,0,66,27,1657781,454729,5451,62770,48491,44023,3096,3660
28,0,35,44,368690,34988,2521,3757,14629,6161,589,526
29,0,54,69,63921,33593,25326,20454,11772,8018,5984,2872
30,0,50,84,130313,22810,19060,10830,6275,14677,19342,3157
31,0,78,100,4815,7994,10266,8598,14788,14257,8097,3166
32,0,100,100,55245,7894,10281,10806,7243,5944,11399,2039
33,0,100,96,56342,14900,5307,5728,6069,2244,1843,1268
34,0,81,78,1665660,46794,8870,7876,13896,7690,5142,2597
35,0,67,60,952755,91689,24240,18534,39218,17696,15810,3484
36,0,67,60,1220073,372309,83045,46993,50387,33501,18430,2289
37,26,67,60,512250,5258,1659,1479,2682,3432,1539,2663
38,26,67,60,562854,2654,11145,936,3573,2937,1292,694
39,0,48,47,2589446,171468,24745,6588,27508,7189,8021,1085
40,0,30,64,388435,3823,391,755,2822,4622,6848,120
41,0,43,53,667851,45883,20888,12157,10347,4868,9231,1042
42,0,43,53,1658532,4836,5460,4272,5290,4637,4293,463
43,26,16,37,182737,21697,4754,2899,6580,2055,1663,486
44,0,41,50,440986,35193,20891,12914,8812,8595,10723,1840
45,0,41,40,568319,5900,726,454,4639,2925,3639,702
46,0,23,38,778565,241858,13616,37554,19583,13822,9552,1281
47,0,23,38,376376,10511,6831,2815,3917,3448,2082,436
48,26,23,47,1964573,39156,5553,18220,55942,10703,6141,2192
49,0,1,48,485901,38172,298,7657,47048,6939,3644,1853
50,0,1,48,253738,24196,4229,7713,3148,2142,1336,385
51,26,13,21,939186,92270,28979,21910,55836,5523,2905,1164
52,0,27,17,108215,38940,9841,9718,2423,2256,1945,196
53,0,40,13,156663,13388,2328,6241,4295,2319,1081,760
54,0,61,1,683975,33824,5261,9381,5893,2062,509,405
55,0,64,4,765890,81295,17987,26615,12258,7160,1638,335
56,0,64,4,736112,23312,1441,5609,5014,6747,485,281
57,51,64,4,45700,12890,5949,15347,23370,25111,8340,1326
58,25,64,4,2744098,1146761,233806,287610,117449,433383,36455,8648
59,26,64,4,2187555,132831,28066,13792,20725,11860,7204,1419
60,26,40,8,283265,113096,9027,1828,2789,6641,2033,794
61,0,41,1,741817,86658,35354,20201,11391,8168,3404,1265
62,0,41,1,1681699,41688,7644,3683,5131,4550,8523,6055
63,26,43,7,30897,5954,1272,2268,2199,874,822,617
64,0,48,13,1764901,38330,20233,13909,18875,6936,6032,720
65,0,48,13,1262756,40499,9455,27145,15639,9810,1395,2070
66,26,78,13,1577863,61982,23987,28183,19374,4634,9064,4226
67,0,61,44,250726,2811,621,1944,4248,6316,1527,344
68,0,48,48,512252,67036,6346,8769,16383,10813,12608,1798
69,0,17,74,637691,4138,565,950,4484,6965,6208,538
